occupation,maritalStatus,,Y
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,0
Management,Single,,0
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,1
Management,Single,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,1
Education&Training&Library,Unmarried partner,,0
Education&Training&Library,Unmarried partner,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
